dteday,season,year,month,hour,weekday,workingday,weather_situation,temp,feeling_temperature,humidity,windspeed,casual,registered,count,recency
2011-04-26,Summer,2011,April,9,Wednesday,Working Day,Clear,0.64,0.6061,0.73,0.3582,35,164,199,615
2011-04-26,Summer,2011,April,10,Wednesday,Working Day,Clear,0.66,0.6212,0.69,0.3582,22,98,120,615
2011-04-26,Summer,2011,April,11,Wednesday,Working Day,Clear,0.68,0.6364,0.65,0.3881,40,132,172,615
2011-04-26,Summer,2011,April,12,Wednesday,Working Day,Clear,0.7,0.6515,0.61,0.4179,40,146,186,615
2011-04-26,Summer,2011,April,13,Wednesday,Working Day,Clear,0.74,0.6667,0.51,0.4478,37,139,176,615
2011-04-26,Summer,2011,April,14,Wednesday,Working Day,Clear,0.72,0.6667,0.58,0.3284,40,115,155,615
2011-04-26,Summer,2011,April,15,Wednesday,Working Day,Clear,0.7,0.6515,0.61,0.3582,34,119,153,615
2011-04-26,Summer,2011,April,16,Wednesday,Working Day,Clear,0.7,0.6515,0.58,0.3881,40,251,291,615
2011-04-26,Summer,2011,April,17,Wednesday,Working Day,Clear,0.68,0.6364,0.61,0.3582,66,455,521,615
2011-04-26,Summer,2011,April,18,Wednesday,Working Day,Clear,0.68,0.6364,0.65,0.4478,65,463,528,615
2011-04-26,Summer,2011,April,19,Wednesday,Working Day,Clear,0.64,0.6061,0.73,0.4179,42,286,328,615
2011-04-26,Summer,2011,April,20,Wednesday,Working Day,Clear,0.64,0.6061,0.73,0.3582,35,199,234,615
2011-04-26,Summer,2011,April,21,Wednesday,Working Day,Clear,0.62,0.5909,0.78,0.2836,33,162,195,615
2011-04-26,Summer,2011,April,22,Wednesday,Working Day,Mist,0.6,0.5606,0.83,0.194,32,116,148,615
2011-04-26,Summer,2011,April,23,Wednesday,Working Day,Mist,0.6,0.5606,0.83,0.2239,7,71,78,615
2011-04-27,Summer,2011,April,0,Thursday,Working Day,Clear,0.6,0.5606,0.83,0.2239,3,24,27,614
2011-04-27,Summer,2011,April,1,Thursday,Working Day,Clear,0.6,0.5606,0.83,0.2537,2,15,17,614
2011-04-27,Summer,2011,April,2,Thursday,Working Day,Clear,0.58,0.5455,0.88,0.2537,0,5,5,614
2011-04-27,Summer,2011,April,3,Thursday,Working Day,Mist,0.58,0.5455,0.88,0.2836,3,4,7,614
2011-04-27,Summer,2011,April,4,Thursday,Working Day,Clear,0.56,0.5303,0.94,0.2239,0,6,6,614
2011-04-27,Summer,2011,April,5,Thursday,Working Day,Mist,0.56,0.5303,0.94,0.2537,1,16,17,614
2011-04-27,Summer,2011,April,6,Thursday,Working Day,Clear,0.56,0.5303,0.94,0.2537,5,79,84,614
2011-04-27,Summer,2011,April,7,Thursday,Working Day,Mist,0.58,0.5455,0.88,0.2836,17,229,246,614
2011-04-27,Summer,2011,April,8,Thursday,Working Day,Mist,0.58,0.5455,0.88,0.3284,31,413,444,614
2011-04-27,Summer,2011,April,9,Thursday,Working Day,Mist,0.6,0.5455,0.88,0.4179,20,161,181,614
2011-04-27,Summer,2011,April,10,Thursday,Working Day,Mist,0.62,0.5758,0.83,0.2836,26,66,92,614
2011-04-27,Summer,2011,April,11,Thursday,Working Day,Mist,0.64,0.5909,0.78,0.2836,53,103,156,614
2011-04-27,Summer,2011,April,12,Thursday,Working Day,Clear,0.66,0.6061,0.78,0.3284,38,135,173,614
2011-04-27,Summer,2011,April,13,Thursday,Working Day,Clear,0.64,0.5909,0.78,0.2985,31,119,150,614
2011-04-27,Summer,2011,April,14,Thursday,Working Day,Clear,0.68,0.6364,0.74,0.2836,29,119,148,614
2011-04-27,Summer,2011,April,15,Thursday,Working Day,Clear,0.7,0.6515,0.65,0.4925,18,120,138,614
2011-04-27,Summer,2011,April,16,Thursday,Working Day,Clear,0.7,0.6515,0.7,0.3881,29,189,218,614
2011-04-27,Summer,2011,April,17,Thursday,Working Day,Light Snow,0.66,0.6061,0.83,0.3881,63,458,521,614
2011-04-27,Summer,2011,April,18,Thursday,Working Day,Light Snow,0.66,0.6061,0.83,0.3881,46,366,412,614
2011-04-27,Summer,2011,April,19,Thursday,Working Day,Clear,0.62,0.5909,0.78,0.2836,40,220,260,614
2011-04-27,Summer,2011,April,20,Thursday,Working Day,Clear,0.64,0.5758,0.83,0.3284,30,188,218,614
2011-04-27,Summer,2011,April,21,Thursday,Working Day,Clear,0.62,0.5606,0.88,0.2836,19,126,145,614
2011-04-27,Summer,2011,April,22,Thursday,Working Day,Mist,0.62,0.5606,0.88,0.3284,18,111,129,614
2011-04-27,Summer,2011,April,23,Thursday,Working Day,Mist,0.62,0.5606,0.88,0.3582,25,53,78,614
2011-04-28,Summer,2011,April,0,Friday,Working Day,Clear,0.64,0.5909,0.78,0.3582,13,41,54,613
2011-04-28,Summer,2011,April,1,Friday,Working Day,Mist,0.62,0.5758,0.83,0.3881,8,12,20,613
2011-04-28,Summer,2011,April,2,Friday,Working Day,Mist,0.62,0.5758,0.83,0.4478,14,7,21,613
2011-04-28,Summer,2011,April,3,Friday,Working Day,Mist,0.64,0.5909,0.78,0.3881,2,1,3,613
2011-04-28,Summer,2011,April,4,Friday,Working Day,Mist,0.62,0.5758,0.83,0.4179,4,5,9,613
2011-04-28,Summer,2011,April,5,Friday,Working Day,Mist,0.62,0.5758,0.83,0.3881,0,13,13,613
2011-04-28,Summer,2011,April,6,Friday,Working Day,Mist,0.64,0.5909,0.78,0.4627,7,79,86,613
2011-04-28,Summer,2011,April,7,Friday,Working Day,Mist,0.64,0.5909,0.78,0.4478,14,201,215,613
2011-04-28,Summer,2011,April,8,Friday,Working Day,Mist,0.66,0.6061,0.78,0.4478,31,367,398,613
2011-04-28,Summer,2011,April,9,Friday,Working Day,Light Snow,0.62,0.5606,0.88,0.3284,18,165,183,613
2011-04-28,Summer,2011,April,10,Friday,Working Day,Mist,0.62,0.5606,0.88,0.2836,9,45,54,613
2011-04-28,Summer,2011,April,11,Friday,Working Day,Mist,0.62,0.5758,0.83,0.2836,10,74,84,613
2011-04-28,Summer,2011,April,12,Friday,Working Day,Mist,0.62,0.5909,0.78,0.2537,23,84,107,613
2011-04-28,Summer,2011,April,13,Friday,Working Day,Mist,0.62,0.5758,0.83,0.2985,18,103,121,613
2011-04-28,Summer,2011,April,14,Friday,Working Day,Clear,0.62,0.5758,0.83,0.2985,21,121,142,613
2011-04-28,Summer,2011,April,15,Friday,Working Day,Clear,0.66,0.6212,0.69,0.3284,46,117,163,613
2011-04-28,Summer,2011,April,16,Friday,Working Day,Clear,0.62,0.5909,0.78,0.2537,42,228,270,613
2011-04-28,Summer,2011,April,17,Friday,Working Day,Clear,0.64,0.6212,0.47,0.3582,49,406,455,613
2011-04-28,Summer,2011,April,18,Friday,Working Day,Clear,0.64,0.6212,0.47,0.3582,44,486,530,613
2011-04-28,Summer,2011,April,19,Friday,Working Day,Clear,0.62,0.6212,0.43,0.2985,57,347,404,613
2011-04-28,Summer,2011,April,20,Friday,Working Day,Clear,0.58,0.5455,0.43,0.2239,49,220,269,613
2011-04-28,Summer,2011,April,21,Friday,Working Day,Clear,0.56,0.5303,0.46,0.1343,27,167,194,613
2011-04-28,Summer,2011,April,22,Friday,Working Day,Clear,0.54,0.5152,0.45,0.1642,34,119,153,613
2011-04-28,Summer,2011,April,23,Friday,Working Day,Clear,0.54,0.5152,0.39,0.0896,29,81,110,613
2011-04-29,Summer,2011,April,0,Saturday,Working Day,Clear,0.52,0.5,0.39,0.2836,11,37,48,612
2011-04-29,Summer,2011,April,1,Saturday,Working Day,Clear,0.5,0.4848,0.45,0.0896,10,21,31,612
2011-04-29,Summer,2011,April,2,Saturday,Working Day,Clear,0.46,0.4545,0.63,0.1045,2,8,10,612
2011-04-29,Summer,2011,April,3,Saturday,Working Day,Clear,0.46,0.4545,0.59,0.0896,1,4,5,612
2011-04-29,Summer,2011,April,4,Saturday,Working Day,Clear,0.46,0.4545,0.51,0.1343,0,6,6,612
2011-04-29,Summer,2011,April,5,Saturday,Working Day,Clear,0.46,0.4545,0.47,0.1343,0,25,25,612
2011-04-29,Summer,2011,April,6,Saturday,Working Day,Clear,0.5,0.4848,0.45,0.2836,4,67,71,612
2011-04-29,Summer,2011,April,7,Saturday,Working Day,Clear,0.52,0.5,0.42,0.194,18,222,240,612
2011-04-29,Summer,2011,April,8,Saturday,Working Day,Clear,0.54,0.5152,0.39,0.2985,35,386,421,612
2011-04-29,Summer,2011,April,9,Saturday,Working Day,Clear,0.54,0.5152,0.39,0.3284,45,185,230,612
2011-04-29,Summer,2011,April,10,Saturday,Working Day,Clear,0.56,0.5303,0.4,0.2836,57,99,156,612
2011-04-29,Summer,2011,April,11,Saturday,Working Day,Clear,0.6,0.6212,0.38,0.2239,49,108,157,612
2011-04-29,Summer,2011,April,12,Saturday,Working Day,Clear,0.56,0.5303,0.37,0.2836,63,160,223,612
2011-04-29,Summer,2011,April,13,Saturday,Working Day,Clear,0.56,0.5303,0.37,0.2985,74,234,308,612
2011-04-29,Summer,2011,April,14,Saturday,Working Day,Clear,0.6,0.6212,0.35,0.3284,58,190,248,612
2011-04-29,Summer,2011,April,15,Saturday,Working Day,Mist,0.56,0.5303,0.4,0.2985,77,175,252,612
2011-04-29,Summer,2011,April,16,Saturday,Working Day,Mist,0.54,0.5152,0.42,0.3582,59,240,299,612
2011-04-29,Summer,2011,April,17,Saturday,Working Day,Mist,0.52,0.5,0.45,0.3881,75,433,508,612
2011-04-29,Summer,2011,April,18,Saturday,Working Day,Clear,0.52,0.5,0.48,0.3582,55,384,439,612
2011-04-29,Summer,2011,April,19,Saturday,Working Day,Clear,0.46,0.4545,0.55,0.3284,40,230,270,612
2011-04-29,Summer,2011,April,20,Saturday,Working Day,Clear,0.48,0.4697,0.48,0.2239,34,160,194,612
2011-04-29,Summer,2011,April,21,Saturday,Working Day,Clear,0.46,0.4545,0.51,0.194,50,145,195,612
2011-04-29,Summer,2011,April,22,Saturday,Working Day,Clear,0.42,0.4242,0.58,0.1642,36,110,146,612
2011-04-29,Summer,2011,April,23,Saturday,Working Day,Mist,0.44,0.4394,0.54,0.0896,25,88,113,612
2011-04-30,Summer,2011,April,0,Sunday,Holiday,Mist,0.44,0.4394,0.54,0.2537,33,73,106,611
2011-04-30,Summer,2011,April,1,Sunday,Holiday,Mist,0.44,0.4394,0.54,0.1642,15,59,74,611
2011-04-30,Summer,2011,April,2,Sunday,Holiday,Mist,0.44,0.4394,0.54,0.2239,12,53,65,611
2011-04-30,Summer,2011,April,3,Sunday,Holiday,Mist,0.42,0.4242,0.54,0.194,4,13,17,611
2011-04-30,Summer,2011,April,4,Sunday,Holiday,Mist,0.42,0.4242,0.54,0.2239,2,5,7,611
2011-04-30,Summer,2011,April,5,Sunday,Holiday,Clear,0.42,0.4242,0.54,0.3881,3,4,7,611
2011-04-30,Summer,2011,April,6,Sunday,Holiday,Clear,0.4,0.4091,0.58,0.2836,10,11,21,611
2011-04-30,Summer,2011,April,7,Sunday,Holiday,Clear,0.4,0.4091,0.54,0.3881,21,27,48,611
2011-04-30,Summer,2011,April,8,Sunday,Holiday,Clear,0.4,0.4091,0.54,0.2985,21,70,91,611
2011-04-30,Summer,2011,April,9,Sunday,Holiday,Clear,0.44,0.4394,0.51,0.3582,35,121,156,611
2011-04-30,Summer,2011,April,10,Sunday,Holiday,Clear,0.48,0.4697,0.44,0.3881,94,185,279,611
2011-04-30,Summer,2011,April,11,Sunday,Holiday,Clear,0.5,0.4848,0.42,0.3582,120,201,321,611
2011-04-30,Summer,2011,April,12,Sunday,Holiday,Clear,0.52,0.5,0.42,0.3881,178,238,416,611
2011-04-30,Summer,2011,April,13,Sunday,Holiday,Clear,0.54,0.5152,0.39,0.2985,185,270,455,611
2011-04-30,Summer,2011,April,14,Sunday,Holiday,Clear,0.54,0.5152,0.39,0.2239,184,268,452,611
2011-04-30,Summer,2011,April,15,Sunday,Holiday,Clear,0.56,0.5303,0.37,0.1343,217,282,499,611
2011-04-30,Summer,2011,April,16,Sunday,Holiday,Clear,0.58,0.5455,0.37,0.194,191,273,464,611
2011-04-30,Summer,2011,April,17,Sunday,Holiday,Clear,0.56,0.5303,0.43,0.1343,162,245,407,611
2011-04-30,Summer,2011,April,18,Sunday,Holiday,Clear,0.54,0.5152,0.43,0.1343,134,237,371,611
2011-04-30,Summer,2011,April,19,Sunday,Holiday,Clear,0.54,0.5152,0.43,0.1343,150,237,387,611
2011-04-30,Summer,2011,April,20,Sunday,Holiday,Clear,0.44,0.4394,0.62,0.1343,65,159,224,611
2011-04-30,Summer,2011,April,21,Sunday,Holiday,Clear,0.44,0.4394,0.62,0.1343,58,119,177,611
2011-04-30,Summer,2011,April,22,Sunday,Holiday,Clear,0.44,0.4394,0.67,0.1045,37,106,143,611
2011-04-30,Summer,2011,April,23,Sunday,Holiday,Clear,0.44,0.4394,0.67,0.1045,34,91,125,611
2011-05-01,Summer,2011,May,0,Monday,Holiday,Clear,0.42,0.4242,0.67,0.0896,19,77,96,610
2011-05-01,Summer,2011,May,1,Monday,Holiday,Clear,0.42,0.4242,0.69,0.1045,9,50,59,610
2011-05-01,Summer,2011,May,2,Monday,Holiday,Clear,0.42,0.4242,0.77,0.1045,7,43,50,610
2011-05-01,Summer,2011,May,3,Monday,Holiday,Clear,0.4,0.4091,0.82,0.1045,8,15,23,610
2011-05-01,Summer,2011,May,4,Monday,Holiday,Clear,0.4,0.4091,0.76,0.1045,6,11,17,610
2011-05-01,Summer,2011,May,5,Monday,Holiday,Clear,0.4,0.4091,0.82,0.0896,0,10,10,610
2011-05-01,Summer,2011,May,6,Monday,Holiday,Mist,0.4,0.4091,0.82,0.0896,4,9,13,610
2011-05-01,Summer,2011,May,7,Monday,Holiday,Mist,0.42,0.4242,0.77,0.0896,7,26,33,610
2011-05-01,Summer,2011,May,8,Monday,Holiday,Mist,0.44,0.4394,0.77,0.1343,16,43,59,610
2011-05-01,Summer,2011,May,9,Monday,Holiday,Mist,0.46,0.4545,0.72,0.1343,45,96,141,610
2011-05-01,Summer,2011,May,10,Monday,Holiday,Mist,0.48,0.4697,0.63,0.194,109,155,264,610
2011-05-01,Summer,2011,May,11,Monday,Holiday,Clear,0.46,0.4545,0.82,0.1045,109,141,250,610
2011-05-01,Summer,2011,May,12,Monday,Holiday,Mist,0.48,0.4697,0.77,0.1045,109,172,281,610
2011-05-01,Summer,2011,May,13,Monday,Holiday,Mist,0.5,0.4848,0.63,0.1642,123,209,332,610
2011-05-01,Summer,2011,May,14,Monday,Holiday,Mist,0.5,0.4848,0.68,0.1045,85,153,238,610
2011-05-01,Summer,2011,May,15,Monday,Holiday,Mist,0.5,0.4848,0.72,0.0,113,153,266,610
2011-05-01,Summer,2011,May,16,Monday,Holiday,Mist,0.5,0.4848,0.72,0.194,75,139,214,610
2011-05-01,Summer,2011,May,17,Monday,Holiday,Mist,0.48,0.4697,0.82,0.2537,60,136,196,610
2011-05-01,Summer,2011,May,18,Monday,Holiday,Mist,0.46,0.4545,0.82,0.0896,33,126,159,610
2011-05-01,Summer,2011,May,19,Monday,Holiday,Mist,0.46,0.4545,0.84,0.1045,47,131,178,610
2011-05-01,Summer,2011,May,20,Monday,Holiday,Mist,0.46,0.4545,0.82,0.0,35,86,121,610
2011-05-01,Summer,2011,May,21,Monday,Holiday,Mist,0.46,0.4545,0.82,0.0,23,82,105,610
2011-05-01,Summer,2011,May,22,Monday,Holiday,Mist,0.46,0.4545,0.82,0.0,32,68,100,610
2011-05-01,Summer,2011,May,23,Monday,Holiday,Clear,0.46,0.4545,0.77,0.194,64,82,146,610
2011-05-02,Summer,2011,May,0,Tuesday,Working Day,Clear,0.46,0.4545,0.72,0.1343,68,109,177,609
2011-05-02,Summer,2011,May,1,Tuesday,Working Day,Clear,0.46,0.4545,0.72,0.1343,41,73,114,609
2011-05-02,Summer,2011,May,2,Tuesday,Working Day,Mist,0.44,0.4394,0.77,0.2239,16,19,35,609
2011-05-02,Summer,2011,May,3,Tuesday,Working Day,Clear,0.44,0.4394,0.77,0.1343,9,7,16,609
2011-05-02,Summer,2011,May,4,Tuesday,Working Day,Clear,0.44,0.4394,0.77,0.1642,9,8,17,609
2011-05-02,Summer,2011,May,5,Tuesday,Working Day,Mist,0.44,0.4394,0.77,0.1343,4,16,20,609
2011-05-02,Summer,2011,May,6,Tuesday,Working Day,Clear,0.44,0.4394,0.88,0.1045,3,59,62,609
2011-05-02,Summer,2011,May,7,Tuesday,Working Day,Mist,0.46,0.4545,0.82,0.3284,16,193,209,609
2011-05-02,Summer,2011,May,8,Tuesday,Working Day,Mist,0.48,0.4697,0.77,0.2239,21,350,371,609
2011-05-02,Summer,2011,May,9,Tuesday,Working Day,Mist,0.5,0.4848,0.77,0.2836,41,131,172,609
2011-05-02,Summer,2011,May,10,Tuesday,Working Day,Mist,0.54,0.5152,0.77,0.2239,31,77,108,609
2011-05-02,Summer,2011,May,11,Tuesday,Working Day,Clear,0.58,0.5455,0.73,0.2985,34,96,130,609
2011-05-02,Summer,2011,May,12,Tuesday,Working Day,Clear,0.62,0.6061,0.69,0.2239,40,147,187,609
2011-05-02,Summer,2011,May,13,Tuesday,Working Day,Mist,0.62,0.6061,0.69,0.194,51,119,170,609
2011-05-02,Summer,2011,May,14,Tuesday,Working Day,Clear,0.64,0.6061,0.69,0.2239,48,133,181,609
2011-05-02,Summer,2011,May,15,Tuesday,Working Day,Clear,0.66,0.6212,0.61,0.194,45,110,155,609
2011-05-02,Summer,2011,May,16,Tuesday,Working Day,Clear,0.66,0.6212,0.61,0.2239,49,220,269,609
2011-05-02,Summer,2011,May,17,Tuesday,Working Day,Clear,0.66,0.6212,0.65,0.194,65,472,537,609
2011-05-02,Summer,2011,May,18,Tuesday,Working Day,Mist,0.64,0.6061,0.65,0.194,68,450,518,609
2011-05-02,Summer,2011,May,19,Tuesday,Working Day,Mist,0.62,0.6061,0.69,0.1343,46,268,314,609
2011-05-02,Summer,2011,May,20,Tuesday,Working Day,Mist,0.62,0.6061,0.69,0.1343,44,174,218,609
2011-05-02,Summer,2011,May,21,Tuesday,Working Day,Mist,0.6,0.5909,0.73,0.1045,54,178,232,609
2011-05-02,Summer,2011,May,22,Tuesday,Working Day,Mist,0.6,0.5909,0.73,0.0,28,97,125,609
2011-05-02,Summer,2011,May,23,Tuesday,Working Day,Mist,0.56,0.5303,0.83,0.194,16,48,64,609
2011-05-03,Summer,2011,May,0,Wednesday,Working Day,Mist,0.56,0.5303,0.83,0.2239,0,16,16,608
2011-05-03,Summer,2011,May,1,Wednesday,Working Day,Mist,0.56,0.5303,0.78,0.2537,0,14,14,608
2011-05-03,Summer,2011,May,2,Wednesday,Working Day,Mist,0.56,0.5303,0.78,0.2537,0,5,5,608
2011-05-03,Summer,2011,May,3,Wednesday,Working Day,Clear,0.54,0.5152,0.83,0.2836,0,2,2,608
2011-05-03,Summer,2011,May,4,Wednesday,Working Day,Clear,0.52,0.5,0.88,0.2239,3,1,4,608
2011-05-03,Summer,2011,May,5,Wednesday,Working Day,Clear,0.52,0.5,0.88,0.1343,0,14,14,608
2011-05-03,Summer,2011,May,6,Wednesday,Working Day,Mist,0.52,0.5,0.94,0.1642,7,102,109,608
2011-05-03,Summer,2011,May,7,Wednesday,Working Day,Mist,0.54,0.5152,0.88,0.2239,17,248,265,608
2011-05-03,Summer,2011,May,8,Wednesday,Working Day,Mist,0.56,0.5303,0.83,0.2836,24,435,459,608
2011-05-03,Summer,2011,May,9,Wednesday,Working Day,Mist,0.6,0.5758,0.78,0.3582,29,157,186,608
2011-05-03,Summer,2011,May,10,Wednesday,Working Day,Mist,0.64,0.6061,0.69,0.3582,36,91,127,608
2011-05-03,Summer,2011,May,11,Wednesday,Working Day,Mist,0.66,0.6212,0.65,0.3284,20,120,140,608
2011-05-03,Summer,2011,May,12,Wednesday,Working Day,Mist,0.68,0.6364,0.61,0.4925,48,169,217,608
2011-05-03,Summer,2011,May,13,Wednesday,Working Day,Mist,0.7,0.6515,0.58,0.6119,50,144,194,608
2011-05-03,Summer,2011,May,14,Wednesday,Working Day,Mist,0.7,0.6515,0.58,0.5224,36,122,158,608
2011-05-03,Summer,2011,May,15,Wednesday,Working Day,Mist,0.7,0.6515,0.58,0.4478,37,117,154,608
2011-05-03,Summer,2011,May,16,Wednesday,Working Day,Clear,0.72,0.6667,0.54,0.4627,46,225,271,608
2011-05-03,Summer,2011,May,17,Wednesday,Working Day,Clear,0.7,0.6515,0.54,0.4627,53,464,517,608
2011-05-03,Summer,2011,May,18,Wednesday,Working Day,Clear,0.7,0.6515,0.48,0.4179,59,485,544,608
2011-05-03,Summer,2011,May,19,Wednesday,Working Day,Clear,0.68,0.6364,0.57,0.3582,42,323,365,608
2011-05-03,Summer,2011,May,20,Wednesday,Working Day,Clear,0.66,0.6212,0.61,0.194,28,262,290,608
2011-05-03,Summer,2011,May,21,Wednesday,Working Day,Mist,0.64,0.6212,0.61,0.4478,42,183,225,608
2011-05-03,Summer,2011,May,22,Wednesday,Working Day,Mist,0.58,0.5455,0.6,0.3881,14,99,113,608
2011-05-03,Summer,2011,May,23,Wednesday,Working Day,Mist,0.56,0.5303,0.68,0.3284,12,50,62,608
2011-05-04,Summer,2011,May,0,Thursday,Working Day,Light Snow,0.52,0.5,0.77,0.1642,5,22,27,607
2011-05-04,Summer,2011,May,1,Thursday,Working Day,Light Snow,0.5,0.4848,0.82,0.2836,1,6,7,607
2011-05-04,Summer,2011,May,2,Thursday,Working Day,Light Snow,0.5,0.4848,0.82,0.2836,0,4,4,607
2011-05-04,Summer,2011,May,3,Thursday,Working Day,Light Snow,0.42,0.4242,0.88,0.5224,0,1,1,607
2011-05-04,Summer,2011,May,4,Thursday,Working Day,Light Snow,0.38,0.3939,0.94,0.3284,1,2,3,607
2011-05-04,Summer,2011,May,5,Thursday,Working Day,Light Snow,0.36,0.3333,0.87,0.3284,1,8,9,607
2011-05-04,Summer,2011,May,6,Thursday,Working Day,Light Snow,0.34,0.303,0.93,0.3881,0,21,21,607
2011-05-04,Summer,2011,May,7,Thursday,Working Day,Light Snow,0.34,0.303,0.93,0.3582,6,46,52,607
2011-05-04,Summer,2011,May,8,Thursday,Working Day,Light Snow,0.34,0.303,0.93,0.3881,5,74,79,607
2011-05-04,Summer,2011,May,9,Thursday,Working Day,Light Snow,0.34,0.303,0.93,0.3582,5,35,40,607
2011-05-04,Summer,2011,May,10,Thursday,Working Day,Mist,0.34,0.3182,0.93,0.2836,5,26,31,607
2011-05-04,Summer,2011,May,11,Thursday,Working Day,Clear,0.4,0.4091,0.82,0.3284,3,69,72,607
2011-05-04,Summer,2011,May,12,Thursday,Working Day,Mist,0.44,0.4394,0.62,0.3582,19,105,124,607
2011-05-04,Summer,2011,May,13,Thursday,Working Day,Mist,0.46,0.4545,0.59,0.4478,15,128,143,607
2011-05-04,Summer,2011,May,14,Thursday,Working Day,Clear,0.5,0.4848,0.51,0.3881,13,94,107,607
2011-05-04,Summer,2011,May,15,Thursday,Working Day,Clear,0.48,0.4697,0.51,0.4179,22,107,129,607
2011-05-04,Summer,2011,May,16,Thursday,Working Day,Clear,0.5,0.4848,0.45,0.4627,22,173,195,607
2011-05-04,Summer,2011,May,17,Thursday,Working Day,Clear,0.4,0.4091,0.71,0.2537,22,388,410,607
2011-05-04,Summer,2011,May,18,Thursday,Working Day,Clear,0.42,0.4242,0.67,0.2537,29,367,396,607
2011-05-04,Summer,2011,May,19,Thursday,Working Day,Clear,0.42,0.4242,0.58,0.3582,30,266,296,607
2011-05-04,Summer,2011,May,20,Thursday,Working Day,Clear,0.4,0.4091,0.62,0.3284,17,174,191,607
2011-05-04,Summer,2011,May,21,Thursday,Working Day,Clear,0.4,0.4091,0.62,0.1642,17,133,150,607
2011-05-04,Summer,2011,May,22,Thursday,Working Day,Clear,0.38,0.3939,0.62,0.2239,9,80,89,607
2011-05-04,Summer,2011,May,23,Thursday,Working Day,Clear,0.36,0.3485,0.62,0.2239,8,49,57,607
2011-05-05,Summer,2011,May,0,Friday,Working Day,Clear,0.36,0.3485,0.66,0.194,4,23,27,606
2011-05-05,Summer,2011,May,1,Friday,Working Day,Clear,0.34,0.3333,0.71,0.194,4,6,10,606
2011-05-05,Summer,2011,May,2,Friday,Working Day,Clear,0.34,0.3182,0.66,0.2239,1,4,5,606
2011-05-05,Summer,2011,May,3,Friday,Working Day,Clear,0.34,0.3182,0.66,0.2537,0,4,4,606
2011-05-05,Summer,2011,May,4,Friday,Working Day,Clear,0.34,0.3182,0.66,0.2537,4,3,7,606
2011-05-05,Summer,2011,May,5,Friday,Working Day,Clear,0.34,0.3182,0.66,0.2537,1,29,30,606
2011-05-05,Summer,2011,May,6,Friday,Working Day,Clear,0.34,0.3182,0.66,0.2537,3,86,89,606
2011-05-05,Summer,2011,May,7,Friday,Working Day,Clear,0.38,0.3939,0.58,0.2537,16,255,271,606
2011-05-05,Summer,2011,May,8,Friday,Working Day,Clear,0.42,0.4242,0.5,0.2537,25,415,440,606
2011-05-05,Summer,2011,May,9,Friday,Working Day,Clear,0.46,0.4545,0.44,0.2836,20,164,184,606
2011-05-05,Summer,2011,May,10,Friday,Working Day,Clear,0.5,0.4848,0.39,0.2836,30,98,128,606
2011-05-05,Summer,2011,May,11,Friday,Working Day,Clear,0.52,0.5,0.36,0.4478,43,105,148,606
2011-05-05,Summer,2011,May,12,Friday,Working Day,Clear,0.52,0.5,0.34,0.3582,27,169,196,606
2011-05-05,Summer,2011,May,13,Friday,Working Day,Clear,0.54,0.5152,0.3,0.5821,50,142,192,606
2011-05-05,Summer,2011,May,14,Friday,Working Day,Clear,0.54,0.5152,0.28,0.4478,19,135,154,606
2011-05-05,Summer,2011,May,15,Friday,Working Day,Clear,0.56,0.5303,0.26,0.4925,27,120,147,606
2011-05-05,Summer,2011,May,16,Friday,Working Day,Clear,0.58,0.5455,0.24,0.4179,36,233,269,606
2011-05-05,Summer,2011,May,17,Friday,Working Day,Clear,0.56,0.5303,0.26,0.3881,66,467,533,606
2011-05-05,Summer,2011,May,18,Friday,Working Day,Clear,0.56,0.5303,0.26,0.2836,64,456,520,606
2011-05-05,Summer,2011,May,19,Friday,Working Day,Clear,0.54,0.5152,0.28,0.2239,56,305,361,606
2011-05-05,Summer,2011,May,20,Friday,Working Day,Clear,0.5,0.4848,0.34,0.1642,33,225,258,606
2011-05-05,Summer,2011,May,21,Friday,Working Day,Clear,0.5,0.4848,0.36,0.194,39,141,180,606
2011-05-05,Summer,2011,May,22,Friday,Working Day,Clear,0.48,0.4697,0.39,0.194,30,135,165,606
2011-05-05,Summer,2011,May,23,Friday,Working Day,Clear,0.46,0.4545,0.41,0.194,16,99,115,606
2011-05-06,Summer,2011,May,0,Saturday,Working Day,Clear,0.44,0.4394,0.44,0.1642,13,43,56,605
2011-05-06,Summer,2011,May,1,Saturday,Working Day,Clear,0.4,0.4091,0.62,0.1642,8,24,32,605
2011-05-06,Summer,2011,May,2,Saturday,Working Day,Clear,0.38,0.3939,0.62,0.1045,1,15,16,605
2011-05-06,Summer,2011,May,3,Saturday,Working Day,Clear,0.36,0.3636,0.71,0.1045,3,6,9,605
2011-05-06,Summer,2011,May,4,Saturday,Working Day,Clear,0.36,0.3636,0.71,0.1045,0,1,1,605
2011-05-06,Summer,2011,May,5,Saturday,Working Day,Clear,0.34,0.3485,0.81,0.1045,0,16,16,605
2011-05-06,Summer,2011,May,6,Saturday,Working Day,Clear,0.36,0.3636,0.81,0.0896,8,74,82,605
2011-05-06,Summer,2011,May,7,Saturday,Working Day,Clear,0.4,0.4091,0.82,0.0,20,202,222,605
2011-05-06,Summer,2011,May,8,Saturday,Working Day,Clear,0.42,0.4242,0.77,0.2537,35,415,450,605
